rowId,name,discoveryMethod,discoveryYear,orbitalPeriod,mass,radius,distance,brightnessHostStar,number
1820,Kepler-1479 b,Transit,2016,14.53261362,4.01,2,619,13.733,1
1821,Kepler-148 b,Transit,2014,1.729366,3.89,2,796,15.336,3
1822,Kepler-148 c,Transit,2014,4.180043,12.6,4,796,15.336,3
1823,Kepler-148 d,Transit,2016,51.84688575,56.3,9,796,15.336,3
1824,Kepler-1480 b,Transit,2016,22.12679948,3.43,2,540,14.482,1
1825,Kepler-1481 b,Transit,2016,5.94220998,2.04,1,493,14.743,1
1826,Kepler-1482 b,Transit,2016,12.25383217,1.01,1,442,13.73,1
1827,Kepler-1483 b,Transit,2016,9.5085156,2.92,2,1327,14.423,1
1828,Kepler-1484 b,Transit,2016,30.4549136,5.1,2,1095,15.247,1
1829,Kepler-1485 b,Transit,2016,19.9157725,2.76,1,550,13.18,1
1830,Kepler-1486 b,Transit,2016,54.6495759,5.99,2,1465,15.294,1
1831,Kepler-1487 b,Transit,2016,7.31946363,5.18,2,1094,13.451,1
1832,Kepler-1488 b,Transit,2016,39.8189932,4.12,2,618,13.077,1
1833,Kepler-1489 b,Transit,2016,82.294751,3.78,2,870,14.808,1
1834,Kepler-149 b,Transit,2014,29.198943,16.5,4,521,14.019,3
1835,Kepler-149 c,Transit,2014,55.328328,3.22,2,521,14.019,3
1836,Kepler-149 d,Transit,2014,160.018032,14.9,4,521,14.019,3
1837,Kepler-1490 b,Transit,2016,92.4362973,9.48,3,968,15.418,1
1838,Kepler-1491 b,Transit,2016,16.5861762,2.89,2,1312,15.57,1
1839,Kepler-1492 b,Transit,2016,16.75255007,2.83,1,371,14.496,1
1840,Kepler-1493 b,Transit,2016,15.0217983,2.57,1,572,13.861,1
1841,Kepler-1494 b,Transit,2016,91.080482,9.64,3,1059,15.217,1
1842,Kepler-1495 b,Transit,2016,85.273256,8.96,3,1307,15.625,1
1843,Kepler-1496 b,Transit,2016,64.6588017,5.56,2,1293,14.682,1
1844,Kepler-1497 b,Transit,2016,8.74199772,3.39,2,1122,15.376,1
1845,Kepler-1498 b,Transit,2016,48.051405,2.33,1,740,15.1,1
1846,Kepler-1499 b,Transit,2016,44.2008,1.81,1,310,13.516,1
1847,Kepler-15 b,Transit,2011,4.942782,209.76,11,598,13.714,1
1848,Kepler-150 b,Transit,2014,3.428054,2.1,1,927,14.974,5
1849,Kepler-150 c,Transit,2014,7.381998,13.2,4,927,14.974,5
1850,Kepler-150 d,Transit,2014,12.56093,8.2,3,927,14.974,5
1851,Kepler-150 e,Transit,2014,30.826557,9.91,3,927,14.974,5
1852,Kepler-150 f,Transit,2017,637.2093,12.9,4,927,14.974,5
1853,Kepler-1500 b,Transit,2016,15.0330105,1.87,1,904,14.58,1
1854,Kepler-1501 b,Transit,2016,14.5564533,3.05,2,888,13.646,1
1855,Kepler-1502 b,Transit,2016,41.7083629,10.2,3,1540,14.093,1
1856,Kepler-1503 b,Transit,2016,96.16987,5.77,2,850,15.786,1
1857,Kepler-1504 b,Transit,2016,82.304003,5.18,2,1029,15.631,1
1858,Kepler-1505 b,Transit,2016,30.8609366,0.749,1,359,12.926,1
1859,Kepler-1506 b,Transit,2016,14.0329154,2.3,1,1318,15.624,1
1860,Kepler-1507 b,Transit,2016,16.0506213,0.52,1,342,13.104,1
1861,Kepler-1508 b,Transit,2016,20.7056504,2.33,1,892,14.347,1
1862,Kepler-1509 b,Transit,2016,25.4338197,4.08,2,1277,15.332,1
1863,Kepler-151 b,Transit,2014,15.228958,9.59,3,661,14.719,2
1864,Kepler-151 c,Transit,2014,24.674612,5.02,2,661,14.719,2
1865,Kepler-1510 b,Transit,2016,84.703921,11.2,3,1615,15.142,1
1866,Kepler-1511 b,Transit,2016,23.2382792,3.46,2,897,13.502,1
1867,Kepler-1512 b,Transit,2016,20.35972599,1.76,1,162,13.263,1
1868,Kepler-1513 b,Transit,2016,160.8846509,53.9,8,384,12.956,1
1869,Kepler-1514 b,Transit,2016,217.8317626,,12,379,11.829,1
1870,Kepler-1515 b,Transit,2016,214.3114164,66.2,10,504,11.998,1
1871,Kepler-1516 b,Transit,2016,7.25931979,3.71,2,872,14.447,1
1872,Kepler-1517 b,Transit,2016,5.54608367,68.7,10,869,12.174,1
1873,Kepler-1518 b,Transit,2016,5.11177904,9.53,3,1140,13.28,1
1874,Kepler-1519 b,Transit,2016,240.7989397,39.6,7,858,14.803,1
1875,Kepler-152 b,Transit,2014,18.207973,8.2,3,459,14.244,2
1876,Kepler-152 c,Transit,2014,88.255055,6.3,2,459,14.244,2
1877,Kepler-1520 b,Transit,2016,0.65355357,28.1,6,636,15.693,1
1878,Kepler-1521 b,Transit,2016,47.14840805,6.8,3,227,12.848,1
1879,Kepler-1522 b,Transit,2016,1.84788917,3.64,2,690,14.196,1
1880,Kepler-1523 b,Transit,2016,0.93875077,3.12,2,918,14.837,1
1881,Kepler-1524 b,Transit,2016,70.9674603,12.3,4,506,12.7,1
1882,Kepler-1525 b,Transit,2016,2.41660118,0.693,1,396,12.692,1
1883,Kepler-1526 b,Transit,2016,3.908632,6.48,2,576,15.655,1
1884,Kepler-1527 b,Transit,2016,160.129918,20.4,5,1560,15.078,1
1885,Kepler-1528 b,Transit,2016,1.79111021,2.73,1,916,14.476,1
1886,Kepler-1529 b,Transit,2016,5.33905686,5.06,2,683,15.388,1
1887,Kepler-153 b,Transit,2014,18.870227,8.85,3,504,14.249,2
1888,Kepler-153 c,Transit,2014,46.90232,6.94,3,504,14.249,2
1889,Kepler-1530 b,Transit,2016,2.5904434,3.33,2,552,14.005,2
1890,Kepler-1530 c,Transit,2016,5.3227406,3.36,2,552,14.005,2
1891,Kepler-1531 b,Transit,2016,1.13854338,1.41,1,670,13.171,1
1892,Kepler-1532 b,Transit,2016,1.09366356,2.39,1,824,14.803,1
1893,Kepler-1533 b,Transit,2016,308.5471,11.8,3,852,13.168,1
1894,Kepler-1534 b,Transit,2016,5.71668872,4.23,2,1107,16.235,1
1895,Kepler-1535 b,Transit,2016,138.9442,7.04,3,879,14.18,1
1896,Kepler-1536 b,Transit,2016,364.758031,10,3,401,15.141,1
1897,Kepler-1537 b,Transit,2016,1.4444538,1.76,1,503,14.546,1
1898,Kepler-1538 b,Transit,2016,175.138819,8.35,3,1291,15.228,1
1899,Kepler-1539 b,Transit,2016,133.3036741,7.75,3,788,15.309,1
1900,Kepler-154 b,Transit,2014,33.040532,5.73,2,855,14.512,5
1901,Kepler-154 c,Transit,2014,62.303276,9.01,3,855,14.512,5
1902,Kepler-154 d,Transit,2016,20.54981883,14.1,4,855,14.512,5
1903,Kepler-154 e,Transit,2016,3.93276465,2.86,2,855,14.512,5
1904,Kepler-154 f,Transit,2016,9.91935684,2.86,2,855,14.512,5
1905,Kepler-1540 b,Transit,2016,125.4131177,6.76,2,262,14.083,1
1906,Kepler-1541 b,Transit,2016,8.40691199,1.65,1,414,13.791,1
1907,Kepler-1542 b,Transit,2016,3.95116882,0.363,1,336,12.588,4
1908,Kepler-1542 c,Transit,2016,2.89223021,0.208,1,336,12.588,4
1909,Kepler-1542 d,Transit,2016,5.99273738,0.59,1,336,12.588,4
1910,Kepler-1542 e,Transit,2016,5.10115756,0.363,1,336,12.588,4
1911,Kepler-1543 b,Transit,2016,6.96710269,7.8,3,1114,13.419,1
1912,Kepler-1544 b,Transit,2016,168.811174,3.82,2,349,14.039,1
1913,Kepler-1545 b,Transit,2016,163.692349,7.75,3,688,15.033,1
1914,Kepler-1546 b,Transit,2016,19.5974971,9.96,3,994,15.368,1
1915,Kepler-1547 b,Transit,2016,0.69297968,0.666,1,665,13.408,1
1916,Kepler-1548 b,Transit,2016,124.828679,7.46,3,1150,15.245,1
1917,Kepler-1549 b,Transit,2016,214.886545,7.13,3,792,15.152,1
1918,Kepler-155 b,Transit,2014,5.931194,5.02,2,293,14.24,2
1919,Kepler-155 c,Transit,2014,52.661793,5.65,2,293,14.24,2
1920,Kepler-1550 b,Transit,2016,225.582809,9.38,3,1202,14.884,1
1921,Kepler-1551 b,Transit,2016,24.4973698,7.56,3,1560,15.098,1
1922,Kepler-1552 b,Transit,2016,184.771853,6.66,2,618,14.931,1
1923,Kepler-1553 b,Transit,2016,4.24261881,1.6,1,719,14.991,1
1924,Kepler-1554 b,Transit,2016,198.088774,8.75,3,982,15.715,1
1925,Kepler-1555 b,Transit,2016,8.10501635,3.22,2,1382,15.326,1
1926,Kepler-1556 b,Transit,2016,8.82713457,4.5,2,1060,15.298,1
1927,Kepler-1557 b,Transit,2016,3.74032496,2.96,2,1532,15.299,1
1928,Kepler-1558 b,Transit,2016,3.50470358,0.244,1,343,13.6,1
1929,Kepler-1559 b,Transit,2016,0.97191543,0.299,1,580,14.488,1
1930,Kepler-156 b,Transit,2014,4.973456,5.9,2,439,14.156,2
1931,Kepler-156 c,Transit,2014,15.906801,7.04,3,439,14.156,2
1932,Kepler-1560 b,Transit,2016,3.03195744,0.64,1,529,13.385,1
1933,Kepler-1561 b,Transit,2016,1.00520701,1.32,1,993,14.648,1
1934,Kepler-1562 b,Transit,2016,64.2737752,12.3,4,1315,15.273,1
1935,Kepler-1563 b,Transit,2016,3.43276598,0.347,1,547,13.568,1
1936,Kepler-1564 b,Transit,2016,18.0540381,2.76,1,872,14.953,1
1937,Kepler-1565 b,Transit,2016,1.53818844,1.81,1,657,15.432,1
1938,Kepler-1566 b,Transit,2016,0.53991524,0.418,1,511,14.312,1
1939,Kepler-1567 b,Transit,2016,153.979578,7.9,3,1226,15.632,1
1940,Kepler-1568 b,Transit,2016,20.925392,2.24,1,883,13.945,1
1941,Kepler-1569 b,Transit,2016,5.79180156,3.46,2,1050,13.932,1
1942,Kepler-157 b,Transit,2014,1.732342,2.3,1,749,14.037,3
1943,Kepler-157 c,Transit,2014,13.5405,5.65,2,749,14.037,3
1944,Kepler-157 d,Transit,2016,7.02573474,2.73,1,749,14.037,3
1945,Kepler-1570 b,Transit,2016,26.548955,1.24,1,463,13.97,1
1946,Kepler-1571 b,Transit,2016,3.38555488,2.92,2,802,13.77,1
1947,Kepler-1572 b,Transit,2016,5.49548621,0.779,1,600,13.718,1
1948,Kepler-1573 b,Transit,2016,2.6157554,1.87,1,1180,15.169,1
1949,Kepler-1574 b,Transit,2016,6.9424334,2.21,1,1275,15.094,1
1950,Kepler-1575 b,Transit,2016,2.55314213,2.27,1,1170,15.418,1
1951,Kepler-1576 b,Transit,2016,6.98471973,1.12,1,539,13.335,1
1952,Kepler-1577 b,Transit,2016,6.30560247,1.51,1,543,15.057,1
1953,Kepler-1578 b,Transit,2016,1.45088691,1.12,1,1016,15.328,1
1954,Kepler-1579 b,Transit,2016,0.84990789,0.52,1,466,15.248,1
1955,Kepler-158 b,Transit,2014,16.709184,5.14,2,351,14.417,2
1956,Kepler-158 c,Transit,2014,28.551383,4.27,2,351,14.417,2
1957,Kepler-1580 b,Transit,2016,56.6449279,5.1,2,872,12.576,1
1958,Kepler-1581 b,Transit,2016,6.28385491,0.437,1,443,12.353,1
1959,Kepler-1582 b,Transit,2016,4.83817712,2.83,1,112,16.414,1
1960,Kepler-1583 b,Transit,2016,9.32807355,0.156,1,357,12.841,1
1961,Kepler-1584 b,Transit,2016,13.3997099,3.22,2,1325,14.884,1
1962,Kepler-1585 b,Transit,2016,3.5827463,3.86,2,1269,15.977,1
1963,Kepler-1586 b,Transit,2016,15.6049212,2.92,2,864,13.056,1
1964,Kepler-1587 b,Transit,2016,9.4060467,2.33,1,907,14.032,1
1965,Kepler-1588 b,Transit,2016,7.84931739,0.363,1,658,13.821,1
1966,Kepler-1589 b,Transit,2016,0.99166527,1.32,1,1418,14.965,1
1967,Kepler-159 b,Transit,2014,10.139623,6.26,2,397,14.888,2
1968,Kepler-159 c,Transit,2014,43.595792,11.5,3,397,14.888,2
1969,Kepler-1590 b,Transit,2016,7.61760804,1.55,1,900,14.077,1
1970,Kepler-1591 b,Transit,2016,8.18504949,2.15,1,1090,14.658,1
1971,Kepler-1592 b,Transit,2016,3.05710069,2.99,2,1349,14.786,1
1972,Kepler-1593 b,Transit,2016,174.509835,10.2,3,755,15.884,1
1973,Kepler-1594 b,Transit,2016,2.71603809,1.2,1,1100,14.741,1
1974,Kepler-1595 b,Transit,2016,4.56380468,2.04,1,841,15.401,1
1975,Kepler-1596 b,Transit,2016,66.373379,4.27,2,1166,15.366,1
1976,Kepler-1597 b,Transit,2016,2.94654179,1.2,1,1255,14.115,1
1977,Kepler-1598 b,Transit,2016,4.34195123,0.809,1,734,13.814,1
1978,Kepler-1599 b,Transit,2016,122.363553,3.26,2,1004,14.902,1
1979,Kepler-16 b,Transit,2011,228.776,105.833,8,61,11.747,1
1980,Kepler-160 b,Transit,2014,4.309427,2.99,2,841,14.616,2
1981,Kepler-160 c,Transit,2014,13.699087,12.7,4,841,14.616,2
1982,Kepler-1600 b,Transit,2016,386.370548,9.96,3,992,15.814,1
1983,Kepler-1601 b,Transit,2016,2.20921951,0.477,1,660,13.678,1
1984,Kepler-1602 b,Transit,2016,11.17931605,2.36,1,815,13.301,1
1985,Kepler-1603 b,Transit,2016,2.27163926,2.21,1,1751,15.34,1
1986,Kepler-1604 b,Transit,2016,0.68368426,2.57,1,562,14.899,1
1987,Kepler-1605 b,Transit,2016,85.7565495,1.28,1,224,12.413,1
1988,Kepler-1606 b,Transit,2016,196.435224,4.94,2,880,15.106,1
1989,Kepler-1607 b,Transit,2016,13.6473676,0.721,1,735,13.875,1
1990,Kepler-1608 b,Transit,2016,16.4735686,3.64,2,832,15.895,1
1991,Kepler-1609 b,Transit,2016,114.34219,5.56,2,1483,14.937,1
1992,Kepler-161 b,Transit,2014,4.921355,12.1,2,464,14.192,2
1993,Kepler-161 c,Transit,2014,7.06424,11.8,2,464,14.192,2
1994,Kepler-1610 b,Transit,2016,8.70181574,3.22,2,1063,15.814,1
1995,Kepler-1611 b,Transit,2016,5.1762429,0.457,1,686,14.412,1
1996,Kepler-1612 b,Transit,2016,3.91795101,1.08,1,837,14.716,1
1997,Kepler-1613 b,Transit,2016,1.5184299,4.98,2,855,14.068,1
1998,Kepler-1614 b,Transit,2016,3.9466141,2.83,1,982,15.941,1
1999,Kepler-1615 b,Transit,2016,47.3126192,4.9,2,940,14.524,1
2000,Kepler-1616 b,Transit,2016,6.76284377,1.04,1,862,13.429,1
2001,Kepler-1617 b,Transit,2016,27.4785572,1.87,1,813,13.656,1
2002,Kepler-1618 b,Transit,2016,6.10826019,2.13,1,1238,13.566,1
2003,Kepler-1619 b,Transit,2016,23.6225913,0.363,1,520,13.299,1
2004,Kepler-162 b,Transit,2014,6.919798,2.13,1,905,14.223,2
2005,Kepler-162 c,Transit,2014,19.446355,9.43,3,905,14.223,2
2006,Kepler-1620 b,Transit,2016,101.951829,3.22,2,773,13.623,1
2007,Kepler-1621 b,Transit,2016,92.263714,5.31,2,1461,15.011,1
2008,Kepler-1622 b,Transit,2016,10.8118737,2.76,1,927,13.344,1
2009,Kepler-1623 b,Transit,2016,4.36128348,2.27,1,986,14.924,1
2010,Kepler-1624 b,Transit,2016,3.29030452,27.6,6,199,15.668,1
2011,Kepler-1625 b,Transit,2016,287.378949,30.6,6,1213,15.763,1
2012,Kepler-1626 b,Transit,2016,4.13962966,4.74,2,1718,14.224,1
2013,Kepler-1627 b,Transit,2016,7.20283653,13.2,4,311,13.049,1
2014,Kepler-1628 b,Transit,2016,76.378033,33.8,6,352,16.953,1
2015,Kepler-1629 b,Transit,2016,3.87595807,0.381,1,390,12.714,1
2016,Kepler-163 b,Transit,2014,7.810937,1.16,1,750,14.38,2
2017,Kepler-163 c,Transit,2014,21.347262,5.73,2,750,14.38,2
2018,Kepler-1630 b,Transit,2016,509.997402,5.43,2,278,14.205,1
2019,Kepler-1631 b,Transit,2016,4.09513932,2.39,1,1190,15.495,1
2020,Kepler-1632 b,Transit,2016,448.303558,6.66,2,584,13.066,1
2021,Kepler-1633 b,Transit,2016,186.404271,3.12,2,811,13.392,1
2022,Kepler-1634 b,Transit,2016,374.876239,10.3,3,654,14.486,1
2023,Kepler-1635 b,Transit,2016,469.63111,12.9,4,1084,15.693,1
2024,Kepler-1636 b,Transit,2016,425.47785,10.5,3,1567,15.792,1
2025,Kepler-1637 b,Transit,2016,6.10960324,0.64,1,506,13.273,1
2026,Kepler-1638 b,Transit,2016,259.33683,4.16,2,879,14.748,1
2027,Kepler-1639 b,Transit,2016,9.878482,7.18,3,1168,14.469,1
2028,Kepler-164 b,Transit,2014,5.03503,2.57,1,991,14.233,3
2029,Kepler-164 c,Transit,2014,10.945723,7.9,3,991,14.233,3
2030,Kepler-164 d,Transit,2014,28.986769,6.57,2,991,14.233,3
2031,Kepler-1640 b,Transit,2016,7.5844126,20.7,5,1379,14.962,1
2032,Kepler-1641 b,Transit,2016,19.672266,9.85,3,961,14.223,2
2033,Kepler-1641 c,Transit,2016,32.657212,9.01,3,961,14.223,2
2034,Kepler-1642 b,Transit,2016,12.2057513,10.3,3,447,14.101,2
2035,Kepler-1642 c,Transit,2016,6.6513802,7.56,3,447,14.101,2
2036,Kepler-1643 b,Transit,2016,5.34264507,5.9,2,414,13.827,1
2037,Kepler-1644 b,Transit,2016,21.0907758,4.19,2,592,14.183,1
2038,Kepler-1645 b,Transit,2016,16.1779561,3.82,2,844,14.441,1
2039,Kepler-1646 b,Transit,2016,4.48558383,2.04,1,81,15.655,1
2040,Kepler-1647 b,Transit,2016,1107.5923,483,12,1212,13.579,1
2041,Kepler-1649 b,Transit,2017,8.68909,1.28,1,92,16.268,1
2042,Kepler-165 b,Transit,2014,8.180848,5.99,2,581,14.794,2
2043,Kepler-165 c,Transit,2014,15.31299,5.6,2,581,14.794,2
2044,Kepler-1650 b,Transit,2017,1.53818001,0.84,1,121,15.739,1
2045,Kepler-1651 b,Transit,2017,9.87863917,4.04,2,69,13.072,1
2046,Kepler-1652 b,Transit,2017,38.09722,3.19,2,252,16.002,1
2047,Kepler-1653 b,Transit,2017,140.2524,5.35,2,755,15.429,1
2048,Kepler-1654 b,Transit,2018,1047.8356,158.915,9,568,13.406,1
2049,Kepler-1655 b,Transit,2018,11.8728787,5,2,215,11.014,1
2050,Kepler-1656 b,Transit,2018,31.578659,48.6,5,187,11.64,1
2051,Kepler-166 b,Transit,2014,7.650254,5.77,2,655,14.685,3
2052,Kepler-166 c,Transit,2014,34.260281,6.26,2,655,14.685,3
2053,Kepler-166 d,Transit,2016,1.55400393,3.64,2,655,14.685,3
2054,Kepler-167 b,Transit,2014,4.3931632,3.24,2,330,14,4
2055,Kepler-167 c,Transit,2014,7.406114,3.01,2,330,14,4
2056,Kepler-167 d,Transit,2016,21.803855,1.83,1,330,14,4
2057,Kepler-167 e,Transit,2016,1071.23228,73.4,10,330,14,4
2058,Kepler-168 b,Transit,2014,4.425391,2.73,1,1476,14.605,2
2059,Kepler-168 c,Transit,2014,13.193242,7.7,3,1476,14.605,2
2060,Kepler-169 b,Transit,2014,3.250619,1.51,1,434,14.162,5
2061,Kepler-169 c,Transit,2014,6.195469,1.92,1,434,14.162,5
2062,Kepler-169 d,Transit,2014,8.348125,2.1,1,434,14.162,5
2063,Kepler-169 e,Transit,2014,13.767102,5.48,2,434,14.162,5
2064,Kepler-169 f,Transit,2014,87.090195,7.18,3,434,14.162,5
2065,Kepler-17 b,Transit,2011,1.4857108,778.65,15,800,14.131,1
2066,Kepler-170 b,Transit,2014,7.930592,82.6,3,743,14.347,2
2067,Kepler-170 c,Transit,2014,16.665863,8.55,3,743,14.347,2
2068,Kepler-171 b,Transit,2014,4.166972,6.08,2,1026,14.905,3
2069,Kepler-171 c,Transit,2014,11.463462,7.08,3,1026,14.905,3
2070,Kepler-171 d,Transit,2014,39.595519,4.23,2,1026,14.905,3
2071,Kepler-172 b,Transit,2014,2.940309,6.12,2,796,14.537,4
2072,Kepler-172 c,Transit,2014,6.388996,8.55,3,796,14.537,4
2073,Kepler-172 d,Transit,2014,14.627119,5.69,2,796,14.537,4
2074,Kepler-172 e,Transit,2014,35.118736,8.05,3,796,14.537,4
2075,Kepler-173 b,Transit,2014,4.263742,2.21,1,810,14.258,2
2076,Kepler-173 c,Transit,2014,8.005777,6.48,2,810,14.258,2
2077,Kepler-174 b,Transit,2014,13.98179,4.5,2,371,14.286,3
2078,Kepler-174 c,Transit,2014,44.000529,2.83,1,371,14.286,3
2079,Kepler-174 d,Transit,2014,247.35373,5.43,2,371,14.286,3
2080,Kepler-175 b,Transit,2014,11.903515,7.08,3,1279,14.911,2
2081,Kepler-175 c,Transit,2014,34.035257,9.8,3,1279,14.911,2
2082,Kepler-176 b,Transit,2014,5.433074,2.63,1,564,14.545,4
2083,Kepler-176 c,Transit,2014,12.759712,23,3,564,14.545,4
2084,Kepler-176 d,Transit,2014,25.751974,15.2,3,564,14.545,4
2085,Kepler-176 e,Transit,2016,51.16579,2.7,1,564,14.545,4
2086,Kepler-177 b,Transit,2013,36.855,2,3,1068,14.941,2
2087,Kepler-177 c,Transit,2013,49.412,7.5,7,1068,14.941,2
2088,Kepler-178 b,Transit,2014,9.576694,8.75,3,741,14.578,3
2089,Kepler-178 c,Transit,2014,20.552802,8.65,3,741,14.578,3
2090,Kepler-178 d,Transit,2014,96.678988,14.8,4,741,14.578,3
2091,Kepler-179 b,Transit,2014,2.735926,3.33,2,660,14.603,2
2092,Kepler-179 c,Transit,2014,6.40013,4.66,2,660,14.603,2
2093,Kepler-18 b,Transit,2011,3.504725,6.9,2,507,13.539,3
2094,Kepler-18 c,Transit,2011,7.64159,17.3,5,507,13.539,3
2095,Kepler-18 d,Transit,2011,14.85888,16.4,7,507,13.539,3
2096,Kepler-180 b,Transit,2014,13.817124,2.86,2,675,14.325,2
2097,Kepler-180 c,Transit,2014,41.885775,9.32,3,675,14.325,2
2098,Kepler-181 b,Transit,2014,3.137873,2.15,1,667,14.714,2
2099,Kepler-181 c,Transit,2014,4.302149,4.62,2,667,14.714,2
2100,Kepler-182 b,Transit,2014,9.825792,7.18,3,1409,14.874,2
2101,Kepler-182 c,Transit,2014,20.684342,11.6,3,1409,14.874,2
2102,Kepler-183 b,Transit,2014,5.687945,4.9,2,1015,14.893,2
2103,Kepler-183 c,Transit,2014,11.637071,35.7,2,1015,14.893,2
2104,Kepler-184 b,Transit,2014,10.687576,6.17,2,716,14.311,3
2105,Kepler-184 c,Transit,2014,20.303005,8.8,2,716,14.311,3
2106,Kepler-184 d,Transit,2014,29.022358,6.76,2,716,14.311,3
2107,Kepler-185 b,Transit,2014,1.6329,1.71,1,511,14.443,2
2108,Kepler-185 c,Transit,2014,20.729042,4.74,2,511,14.443,2
2109,Kepler-186 b,Transit,2014,3.8867907,1.24,1,172,14.599,5
2110,Kepler-186 c,Transit,2014,7.267302,2.1,1,172,14.599,5
2111,Kepler-186 d,Transit,2014,13.342996,2.54,1,172,14.599,5
2112,Kepler-186 e,Transit,2014,22.407704,2.15,1,172,14.599,5
2113,Kepler-186 f,Transit,2014,129.9441,1.71,1,172,14.599,5
2114,Kepler-187 b,Transit,2014,4.938864,2.57,1,867,14.175,2
2115,Kepler-187 c,Transit,2014,10.640263,7.61,3,867,14.175,2
2116,Kepler-188 b,Transit,2014,2.061897,3.46,2,896,14.634,2
2117,Kepler-188 c,Transit,2014,5.996553,10.3,3,896,14.634,2
2118,Kepler-189 b,Transit,2014,10.399931,1.92,1,618,14.821,2
2119,Kepler-189 c,Transit,2014,20.134866,22.7,2,618,14.821,2
2120,Kepler-19 b,Transit,2011,9.28716,8.4,2,2119,11.876,3
2121,Kepler-19 c,Transit Timing Variations,2011,28.731,13.1,4,2119,11.876,3
2122,Kepler-19 d,Radial Velocity,2017,62.95,22.5,5,2119,11.876,3
2123,Kepler-190 b,Transit,2014,2.019999,3.05,2,455,14.118,2
2124,Kepler-190 c,Transit,2014,3.763024,2.73,1,455,14.118,2
2125,Kepler-191 b,Transit,2014,9.939632,2.36,1,626,14.776,3
2126,Kepler-191 c,Transit,2014,17.738506,4.12,2,626,14.776,3
2127,Kepler-191 d,Transit,2016,5.94504102,5.82,2,626,14.776,3
2128,Kepler-192 b,Transit,2014,9.926746,7.95,3,616,14.104,3
2129,Kepler-192 c,Transit,2014,21.2234,8.2,3,616,14.104,3
2130,Kepler-192 d,Transit,2016,6.47027579,1.04,1,616,14.104,3
2131,Kepler-193 b,Transit,2014,11.38848,6.3,2,1196,14.596,2
2132,Kepler-193 c,Transit,2014,50.697494,8,3,1196,14.596,2
2133,Kepler-194 b,Transit,2014,2.092281,2.89,2,1218,14.912,3
2134,Kepler-194 c,Transit,2014,17.308032,7.22,3,1218,14.912,3
2135,Kepler-194 d,Transit,2014,52.814973,6.35,2,1218,14.912,3
2136,Kepler-195 b,Transit,2014,8.307872,4.78,2,649,14.799,2
2137,Kepler-195 c,Transit,2014,34.096863,3.02,2,649,14.799,2
2138,Kepler-196 b,Transit,2014,20.739886,4.27,2,452,14.103,2
2139,Kepler-196 c,Transit,2014,47.427737,5.65,2,452,14.103,2
2140,Kepler-197 b,Transit,2014,5.599308,1.04,1,341,11.78,4
2141,Kepler-197 c,Transit,2014,10.349695,5.3,1,341,11.78,4
2142,Kepler-197 d,Transit,2014,15.677563,1.98,1,341,11.78,4
2143,Kepler-197 e,Transit,2014,25.209715,0.693,1,341,11.78,4
2144,Kepler-198 b,Transit,2014,17.790037,8.35,3,512,13.566,3
2145,Kepler-198 c,Transit,2014,49.567416,6.66,2,512,13.566,3
2146,Kepler-198 d,Transit,2016,1.31184443,2.96,2,512,13.566,3
2147,Kepler-199 b,Transit,2014,23.637604,9.85,3,493,13.597,2
2148,Kepler-199 c,Transit,2014,67.093408,10.6,3,493,13.597,2
2149,Kepler-20 b,Transit,2011,3.69611525,9.7,2,290,12.51,6
2150,Kepler-20 c,Transit,2011,10.85409089,12.75,3,290,12.51,6
2151,Kepler-20 d,Transit,2011,77.61130017,10.07,3,290,12.51,6
2152,Kepler-20 e,Transit,2011,6.09852281,3.08,1,290,12.51,6
2153,Kepler-20 f,Transit,2011,19.57758478,14.3,1,290,12.51,6
2154,Kepler-20 g,Radial Velocity,2016,34.94,19.96,5,290,12.51,6
2155,Kepler-200 b,Transit,2014,8.594805,5.18,2,658,13.952,2
2156,Kepler-200 c,Transit,2014,10.222157,3.15,2,658,13.952,2
2157,Kepler-201 b,Transit,2014,25.672083,6.62,2,613,12.92,2
2158,Kepler-201 c,Transit,2014,151.884058,8.5,3,613,12.92,2
2159,Kepler-202 b,Transit,2014,4.069427,3.29,2,302,13.843,2
2160,Kepler-202 c,Transit,2014,16.282493,4.08,2,302,13.843,2
2161,Kepler-203 b,Transit,2014,3.162697,7.13,3,697,13.942,3
2162,Kepler-203 c,Transit,2014,5.370647,749.9,2,697,13.942,3
2163,Kepler-203 d,Transit,2014,11.32972,33.9,1,697,13.942,3
2164,Kepler-204 b,Transit,2014,14.400974,6.94,3,769,13.874,2
2165,Kepler-204 c,Transit,2014,25.660593,3.86,2,769,13.874,2
2166,Kepler-205 b,Transit,2014,2.75564,2.89,2,150,13.495,2
2167,Kepler-205 c,Transit,2014,20.306546,3.33,2,150,13.495,2
2168,Kepler-206 b,Transit,2014,7.781987,1.87,1,617,13.461,3
2169,Kepler-206 c,Transit,2014,13.137471,3.78,2,617,13.461,3
2170,Kepler-206 d,Transit,2014,23.44281,1.81,1,617,13.461,3
2171,Kepler-207 b,Transit,2014,1.611865,3.09,2,760,13.167,3
2172,Kepler-207 c,Transit,2014,3.071571,2.86,2,760,13.167,3
2173,Kepler-207 d,Transit,2014,5.868075,11,3,760,13.167,3
2174,Kepler-208 b,Transit,2014,4.22864,3.29,2,856,13.538,4
2175,Kepler-208 c,Transit,2014,7.466623,2.51,1,856,13.538,4
