rowId,name,discoveryMethod,discoveryYear,orbitalPeriod,mass,radius,distance,brightnessHostStar,number
358,HD 132563 b,Radial Velocity,2011,1544,473.547,14,105,8.928,1
359,HD 133131 A b,Radial Velocity,2016,649,451.3186,14,47,8.4,2
360,HD 133131 A c,Radial Velocity,2016,3568,133.4886,14,47,8.4,2
361,HD 133131 B b,Radial Velocity,2016,5769,794.575,13,47,8.42,1
362,HD 134987 b,Radial Velocity,1999,258.17999,511.7063,14,22,6.45,2
363,HD 134987 c,Radial Velocity,2009,5000,260,14,22,6.45,2
364,HD 136418 b,Radial Velocity,2009,464.29999,680.1562,13,106,7.879,1
365,HD 137388 A b,Radial Velocity,2011,330,63.566,9,41,8.696,1
366,HD 13908 b,Radial Velocity,2013,19.382,274.91,14,80,7.508,2
367,HD 13908 c,Radial Velocity,2013,931,1630.4,13,80,7.508,2
368,HD 13931 b,Radial Velocity,2009,4218,699.226,13,47,7.597,1
369,HD 139357 b,Radial Velocity,2008,1125.7,3101.89,13,112,5.964,1
370,HD 14067 b,Radial Velocity,2014,1455,2479,13,163,6.53,1
371,HD 141399 b,Radial Velocity,2014,94.44,143.34133,14,36,7.2,4
372,HD 141399 c,Radial Velocity,2014,201.99,422.7139,14,36,7.2,4
373,HD 141399 d,Radial Velocity,2014,1069.8,375.0394,14,36,7.2,4
374,HD 141399 e,Radial Velocity,2014,5000,209.7678,14,36,7.2,4
375,HD 141937 b,Radial Velocity,2002,653.21997,3079.7727,13,33,7.25,1
376,HD 142 b,Radial Velocity,2001,349.7,397.27,14,26,5.7,2
377,HD 142 c,Radial Velocity,2012,6005,1684.4,13,26,5.7,2
378,HD 142022 A b,Radial Velocity,2005,1928,1411.1652,13,34,7.7,1
379,HD 142245 b,Radial Velocity,2011,1299,975.7381,13,98,7.63,1
380,HD 142415 b,Radial Velocity,2003,386.29999,530.7761,14,36,7.327,1
381,HD 143105 b,Radial Velocity,2016,2.1974,384.5743,14,49,6.75,1
382,HD 143361 b,Radial Velocity,2008,1046.2,1106.0484,13,66,9.2,1
383,HD 145377 b,Radial Velocity,2008,103.95,1913.3366,13,54,8.095,1
384,HD 145457 b,Radial Velocity,2010,176.3,708.7609,13,136,6.566,1
385,HD 145934 b,Radial Velocity,2015,2730,724.62,13,229,8.5,1
386,HD 1461 b,Radial Velocity,2010,5.77152,6.44,2,23,6.47,2
387,HD 1461 c,Radial Velocity,2015,13.5052,5.59,2,23,6.47,2
388,HD 147018 b,Radial Velocity,2009,44.236,674,13,43,8.3,2
389,HD 147018 c,Radial Velocity,2009,1008,2080,13,43,8.3,2
390,HD 147379 b,Radial Velocity,2017,86.78,28.55,6,11,8.896,1
391,HD 147513 b,Radial Velocity,2003,528.4,385,14,13,5.39,1
392,HD 147873 b,Radial Velocity,2016,116.596,1633.6462,13,105,7.96,2
393,HD 147873 c,Radial Velocity,2016,491.54,731.009,13,105,7.96,2
394,HD 148156 b,Radial Velocity,2009,1027,270.144,14,57,7.689,1
395,HD 148164 b,Radial Velocity,2018,328.55,390.9309,14,77,8.23,2
396,HD 148164 c,Radial Velocity,2018,5062,1640.0028,13,77,8.23,2
397,HD 148284 b,Radial Velocity,2018,339.331,10710.871,12,122,9.01,1
398,HD 148427 b,Radial Velocity,2009,331.5,413.179,14,72,6.895,1
399,HD 149026 b,Radial Velocity,2005,2.87589,120.7754,8,76,8.15,1
400,HD 149143 b,Radial Velocity,2005,4.07182,422.7139,14,73,7.89,1
401,HD 1502 b,Radial Velocity,2011,431.8,985.2,13,192,8.52,1
402,HD 150706 b,Radial Velocity,2012,5894,861.28,13,28,7.02,1
403,HD 152079 b,Radial Velocity,2009,2899,692.8694,13,83,9.18,1
404,HD 152581 b,Radial Velocity,2011,689,724.6524,13,167,8.54,1
405,HD 153950 b,Radial Velocity,2008,499.39999,937.5985,13,49,7.39,1
406,HD 154345 b,Radial Velocity,2006,3341.55884,260.6206,14,18,6.76,1
407,HD 154672 b,Radial Velocity,2008,163.94,1706.7471,13,65,8.21,1
408,HD 154857 b,Radial Velocity,2004,408.60001,778.6835,13,64,7.238,2
409,HD 154857 c,Radial Velocity,2014,3452,819.97,13,64,7.238,2
410,HD 155233 b,Radial Velocity,2015,818.8,826.358,13,75,6.818,1
411,HD 155358 b,Radial Velocity,2007,194.3,314.6517,14,43,7.27,2
412,HD 155358 c,Radial Velocity,2007,391.9,261,14,43,7.27,2
413,HD 156279 b,Radial Velocity,2011,131.05,3140.1604,13,36,8.1,1
414,HD 156411 b,Radial Velocity,2009,842.2,235.18,14,57,6.673,1
415,HD 156668 b,Radial Velocity,2010,4.6455,4.15,2,24,8.42,1
416,HD 156846 b,Radial Velocity,2007,359.51001,3391.2461,12,48,6.506,1
417,HD 158038 b,Radial Velocity,2011,521,486.2799,14,95,7.64,1
418,HD 158996 b,Radial Velocity,2018,820.2,4449.62,12,294,5.706,1
419,HD 159243 b,Radial Velocity,2013,12.62,359.13,14,73,8.646,2
420,HD 159243 c,Radial Velocity,2013,248.4,603.9,13,73,8.646,2
421,HD 159868 b,Radial Velocity,2006,1178.40002,797.7533,13,56,7.242,2
422,HD 159868 c,Radial Velocity,2012,352.3,232.01,14,56,7.242,2
423,HD 1605 b,Radial Velocity,2015,577.2,296.85322,14,89,7.52,2
424,HD 1605 c,Radial Velocity,2015,2149,1150.5446,13,89,7.52,2
425,HD 160691 b,Radial Velocity,2000,643.25,343.24,14,16,5.15,4
426,HD 160691 c,Radial Velocity,2004,4205.8,576.519,13,16,5.15,4
427,HD 160691 d,Radial Velocity,2004,9.6386,10.5547,3,16,5.15,4
428,HD 160691 e,Radial Velocity,2006,310.55,165.8685,14,16,5.15,4
429,HD 16141 b,Radial Velocity,2000,75.523,82.6358,11,38,6.83,1
430,HD 16175 b,Radial Velocity,2009,990,1620.933,13,60,7.282,1
431,HD 162020 b,Radial Velocity,2002,8.4282,3127.4472,13,31,9.1,1
432,HD 163607 b,Radial Velocity,2010,75.195,251.0857,14,68,8,2
433,HD 163607 c,Radial Velocity,2010,1267.4,686.5128,13,68,8,2
434,HD 16417 b,Radial Velocity,2008,17.24,22.1,5,25,5.78,1
435,HD 164509 b,Radial Velocity,2010,280.17,140.79869,14,53,8.1,1
436,HD 164595 b,Radial Velocity,2015,40,16.14,4,28,7.1,1
437,HD 164604 b,Radial Velocity,2009,606.4,858.105,13,39,9.7,1
438,HD 164922 b,Radial Velocity,2005,1155,98.5273,12,22,6.99,2
439,HD 164922 c,Radial Velocity,2016,75.765,12.9,4,22,6.99,2
440,HD 165155 b,Radial Velocity,2016,434.5,918.5287,13,65,9.36,1
441,HD 1666 b,Radial Velocity,2015,270,2040,13,118,8.17,1
442,HD 166724 b,Radial Velocity,2012,5144,1121.89,13,45,9.344,1
443,HD 167042 b,Radial Velocity,2007,420.77,540.29,14,50,5.94,1
444,HD 168443 b,Radial Velocity,1998,58.11247,2434.157,13,40,6.917,2
445,HD 168443 c,Radial Velocity,2000,1749.83,5464.221,12,40,6.917,2
446,HD 168746 b,Radial Velocity,2002,6.404,85.8141,11,42,7.946,1
447,HD 1690 b,Radial Velocity,2010,533,2793.7257,13,769,9.17,1
448,HD 169830 b,Radial Velocity,2000,225.62,915.31,13,38,5.902,2
449,HD 169830 c,Radial Velocity,2003,2102,1283.98,13,38,5.902,2
450,HD 170469 b,Radial Velocity,2007,1145,209.7678,14,60,8.21,1
451,HD 17092 b,Radial Velocity,2007,359.89999,3219.6179,13,230,7.732,1
452,HD 171028 b,Radial Velocity,2007,550,832.7146,13,90,8.31,1
453,HD 171238 b,Radial Velocity,2009,1532,864.4976,13,45,8.61,1
454,HD 17156 b,Radial Velocity,2007,21.21663,1115.5833,12,75,8.172,1
455,HD 173416 b,Radial Velocity,2008,323.6,858.1,13,133,6.057,1
456,HD 175167 b,Radial Velocity,2009,1290,2850.9351,13,71,8.01,1
457,HD 175541 b,Radial Velocity,2007,297.29999,228.8376,14,130,8.03,1
458,HD 175607 b,Radial Velocity,2015,29.01,8.98,3,45,8.61,1
459,HD 17674 b,Radial Velocity,2017,623.8,276.5121,14,44,7.56,1
460,HD 176986 b,Radial Velocity,2017,6.4898,5.74,2,28,8.42,2
461,HD 176986 c,Radial Velocity,2017,16.8191,9.18,3,28,8.42,2
462,HD 177565 b,Radial Velocity,2017,44.505,15.1,4,17,6.16,1
463,HD 177830 b,Radial Velocity,1999,410.10001,537.1327,14,63,7.177,2
464,HD 177830 c,Radial Velocity,2010,110.9,47.6725,8,63,7.177,2
465,HD 178911 B b,Radial Velocity,2001,71.484,2552.1749,13,47,7.792,1
466,HD 179079 b,Radial Velocity,2008,14.479,25.74423,5,70,7.95,1
467,HD 179949 b,Radial Velocity,2000,3.092514,291.12,14,27,6.25,1
468,HD 180314 b,Radial Velocity,2010,396.03,6397.9179,12,123,6.608,1
469,HD 180902 b,Radial Velocity,2009,479,495.8148,14,105,7.778,1
470,HD 181342 b,Radial Velocity,2009,663,1204.5757,13,111,7.55,1
471,HD 181433 b,Radial Velocity,2008,9.3743,6.3566,2,27,8.4,3
472,HD 181433 c,Radial Velocity,2008,962,203,14,27,8.4,3
473,HD 181433 d,Radial Velocity,2008,2172,171,14,27,8.4,3
474,HD 181720 b,Radial Velocity,2009,956,127.132,14,60,7.849,1
475,HD 183263 b,Radial Velocity,2004,626.51599,1255.4285,13,54,7.861,2
476,HD 183263 c,Radial Velocity,2008,3070,1134.61,13,54,7.861,2
477,HD 185269 b,Radial Velocity,2006,6.83785,346.4347,14,52,6.669,1
478,HD 187085 b,Radial Velocity,2006,986,238.36,14,46,7.214,1
479,HD 187123 b,Radial Velocity,1998,3.0965828,166.218,14,46,7.832,2
480,HD 187123 c,Radial Velocity,2008,3810,632.46,13,46,7.832,2
481,HD 18742 b,Radial Velocity,2011,772,1185.5059,13,163,7.97,1
482,HD 188015 b,Radial Velocity,2004,461.2,476.72,14,51,8.234,1
483,HD 189733 b,Radial Velocity,2005,2.21858,359.1479,13,20,7.67,1
484,HD 190360 b,Radial Velocity,2003,2915.03687,489.4582,14,16,5.73,2
485,HD 190360 c,Radial Velocity,2005,17.111,19.069,5,16,5.73,2
486,HD 190647 b,Radial Velocity,2007,1038.09998,616.5902,13,55,7.775,1
487,HD 190984 b,Radial Velocity,2009,4885,985.2,13,149,8.76,1
488,HD 191806 b,Radial Velocity,2016,1606.3,2707.9116,13,66,8.084,1
489,HD 192263 b,Radial Velocity,1999,24.3556,177.9848,14,20,7.79,1
490,HD 192310 b,Radial Velocity,2011,74.72,16.9,4,9,5.73,2
491,HD 192310 c,Radial Velocity,2011,525.8,24,5,9,5.73,2
492,HD 192699 b,Radial Velocity,2007,345.53,737.3656,13,72,6.44,1
493,HD 195019 b,Radial Velocity,1998,18.20132,1264.9634,13,38,6.87,1
494,HD 196050 b,Radial Velocity,2002,1378,1010.6994,13,51,7.5,1
495,HD 196067 b,Radial Velocity,2012,3638,2192.9,13,40,6.03,1
496,HD 196885 b,Radial Velocity,2007,1333,819.97,13,34,6.398,1
497,HD 197037 b,Radial Velocity,2012,1035.7,251,14,33,6.809,1
498,HD 19994 b,Radial Velocity,2003,466.2,435.41,14,23,5.06,1
499,HD 200964 b,Radial Velocity,2010,613.79999,721.4741,13,73,6.487,2
500,HD 200964 c,Radial Velocity,2010,825,284.446,14,73,6.487,2
501,HD 202206 c,Radial Velocity,2004,1260,5689.157,12,46,8.08,2
502,HD 203030 b,Imaging,2006,,7656.097,12,39,8.425,1
503,HD 203473 b,Radial Velocity,2018,1552.9,2479.074,13,73,8.23,1
504,HD 2039 b,Radial Velocity,2002,1120,1999.1507,13,86,9,1
505,HD 204313 b,Radial Velocity,2010,1920.09998,1099.6918,13,48,7.99,1
506,HD 204313 c,Radial Velocity,2015,34.905,17.6,4,48,7.99,2
507,HD 204941 b,Radial Velocity,2011,1733,73.1009,10,29,8.45,1
508,HD 205739 b,Radial Velocity,2008,279.8,435.41,14,93,8.56,1
509,HD 206610 b,Radial Velocity,2009,610,813.6448,13,148,8.346,1
510,HD 20782 b,Radial Velocity,2006,591.90002,619.7685,13,36,7.4,1
511,HD 207832 b,Radial Velocity,2012,160.07,177.9848,14,59,8.78,2
512,HD 207832 c,Radial Velocity,2012,1155.7,232.0159,14,59,8.78,2
513,HD 20794 b,Radial Velocity,2011,18.315,2.7,1,6,4.27,4
514,HD 20794 c,Radial Velocity,2011,40.114,2.4,1,6,4.27,4
515,HD 20794 d,Radial Velocity,2011,90.309,4.8,2,6,4.27,4
516,HD 20794 e,Radial Velocity,2017,147.02,4.77,2,6,4.27,4
517,HD 208487 b,Radial Velocity,2004,130.08,165.265,14,44,7.471,1
518,HD 208527 b,Radial Velocity,2012,875.5,3146.4,13,314,6.4,1
519,HD 20868 b,Radial Velocity,2008,380.85001,397.2875,14,49,9.92,1
520,HD 208897 b,Radial Velocity,2017,352.7,444.962,14,65,6.51,1
521,HD 209458 b,Radial Velocity,1999,3.52475,232.0159,16,48,7.632,1
522,HD 210277 b,Radial Velocity,1998,442.19,410.0007,14,21,6.53,1
523,HD 210702 b,Radial Velocity,2007,354.8,603.877,13,54,5.93,1
524,HD 211810 b,Radial Velocity,2018,1558,212.9461,14,65,8.59,1
525,HD 212301 b,Radial Velocity,2005,2.24571,162.0933,14,54,7.764,1
526,HD 212771 b,Radial Velocity,2009,373.29999,1172.7927,13,112,7.595,1
527,HD 213240 b,Radial Velocity,2001,882.70001,1773.4914,13,41,6.814,1
528,HD 214823 b,Radial Velocity,2016,1854.4,6451.949,12,102,8.06,1
529,HD 215152 b,Radial Velocity,2018,5.75999,1.819,1,22,8.11,4
530,HD 215152 c,Radial Velocity,2018,7.28243,1.72,1,22,8.11,4
531,HD 215152 d,Radial Velocity,2018,10.86499,2.801,1,22,8.11,4
532,HD 215152 e,Radial Velocity,2018,25.1967,2.877,2,22,8.11,4
533,HD 215497 b,Radial Velocity,2009,3.93404,6.3566,2,41,8.96,2
534,HD 215497 c,Radial Velocity,2009,567.94,104.3,13,41,8.96,2
535,HD 216435 b,Radial Velocity,2002,1311,400.4,14,33,6.03,1
536,HD 216437 b,Radial Velocity,2002,1256,578.4506,13,27,6.05,1
537,HD 216536 b,Radial Velocity,2015,148.60001,333.7215,14,380,9.23,1
538,HD 216770 b,Radial Velocity,2003,118.45,181.1631,14,37,8.094,1
539,HD 217107 b,Radial Velocity,1998,7.12682,413.179,14,20,6.16,2
540,HD 217107 c,Radial Velocity,2005,4270,826.32,13,20,6.16,2
541,HD 217786 b,Radial Velocity,2011,1319,4131.62,12,55,7.8,1
542,HD 217850 b,Radial Velocity,2018,3501.3,6865.128,12,66,8.52,1
543,HD 218566 b,Radial Velocity,2010,225.7,63.566,9,29,8.628,1
544,HD 219077 b,Radial Velocity,2012,5501,3302.11,13,29,6.12,1
545,HD 219134 b,Radial Velocity,2015,3.092926,4.74,2,7,5.57,7
546,HD 219134 c,Radial Velocity,2015,6.76458,4.36,2,7,5.57,7
547,HD 219134 d,Radial Velocity,2015,46.859,16.17,2,7,5.57,7
548,HD 219134 f,Radial Velocity,2015,22.717,7.3,1,7,5.57,7
549,HD 219134 g,Radial Velocity,2015,94.2,10.80622,3,7,5.57,7
550,HD 219134 h,Radial Velocity,2015,2247,108.0622,13,7,5.57,7
551,HD 219415 b,Radial Velocity,2012,2093.3,317.83,14,170,8.94,1
552,HD 219828 b,Radial Velocity,2007,3.83492,20.97678,5,78,8.04,2
553,HD 219828 c,Radial Velocity,2016,4682,4640.318,12,78,8.04,2
554,HD 220074 b,Radial Velocity,2012,672.09998,5288.6912,12,327,6.4,1
555,HD 220689 b,Radial Velocity,2012,2209,336.89,14,47,7.758,1
556,HD 220773 b,Radial Velocity,2011,3724.7,460.8,14,49,7.093,1
557,HD 220842 b,Radial Velocity,2016,218.47,1010.6994,13,63,7.99,1
558,HD 221287 b,Radial Velocity,2007,456.1,982.05,13,56,7.807,1
559,HD 221585 b,Radial Velocity,2016,1173,511.7063,14,56,7.465,1
560,HD 222076 b,Radial Velocity,2016,871,495.8148,14,84,7.459,1
561,HD 222155 b,Radial Velocity,2011,3999,673.7996,13,51,7.114,1
562,HD 222582 b,Radial Velocity,1999,572.38,2660.2371,13,42,7.68,1
563,HD 224538 b,Radial Velocity,2016,1189.1,1897.4451,13,78,8.06,1
564,HD 224693 b,Radial Velocity,2006,26.6904,222.481,14,94,8.23,1
565,HD 22781 b,Radial Velocity,2011,528.07,4338.2,12,33,8.766,1
566,HD 23079 b,Radial Velocity,2001,730.59998,829.5363,13,33,7.12,1
567,HD 23127 b,Radial Velocity,2006,1214,521.2412,14,94,8.55,1
568,HD 231701 b,Radial Velocity,2007,141.63,359.1479,14,109,8.97,1
569,HD 233604 b,Radial Velocity,2013,192,2089.644,13,869,10.406,1
570,HD 23596 b,Radial Velocity,2003,1561,2870.0049,13,52,7.244,1
571,HD 238914 b,Radial Velocity,2018,4100,1906.98,13,527,8.79,1
572,HD 240210 b,Radial Velocity,2009,501.75,1655.82,13,143,8.33,1
573,HD 240237 b,Radial Velocity,2011,745.70001,5050.3187,12,958,8.19,1
574,HD 24040 b,Radial Velocity,2006,3668,1226.8238,13,47,7.493,1
575,HD 24064 b,Radial Velocity,2015,535.59998,4096.8287,12,264,6.75,1
576,HD 25171 b,Radial Velocity,2010,1845,301.926,14,56,7.79,1
577,HD 2638 b,Radial Velocity,2005,3.4442,133.4886,14,55,9.375,1
578,HD 26965 b,Radial Velocity,2018,42.378,8.47,3,5,4.43,1
579,HD 27442 b,Radial Velocity,2000,428.1,495.8,14,18,4.44,1
580,HD 27631 b,Radial Velocity,2012,2208,460.83,14,50,8.243,1
581,HD 27894 b,Radial Velocity,2005,18.02,211.35695,14,44,9.349,3
582,HD 27894 c,Radial Velocity,2017,36.07,51.48846,8,44,9.349,3
583,HD 27894 d,Radial Velocity,2017,5174,1721.04945,13,44,9.349,3
584,HD 28185 b,Radial Velocity,2001,379,1875.197,13,40,7.81,1
585,HD 28254 b,Radial Velocity,2010,1116,368.67,14,55,7.684,1
586,HD 285507 b,Radial Velocity,2013,6.0881,311.4734,14,45,10.267,1
587,HD 285968 b,Radial Velocity,2008,8.7836,8.4,3,9,10.038,1
588,HD 28678 b,Radial Velocity,2011,387.10001,810.4665,13,191,8.54,1
589,HD 29021 b,Radial Velocity,2017,1362.3,762.792,13,31,7.76,1
590,HD 290327 b,Radial Velocity,2009,2443,772.3269,13,57,8.99,1
591,HD 2952 b,Radial Velocity,2013,311.60001,435.4271,14,110,5.922,1
592,HD 30177 b,Radial Velocity,2002,2770,3006.6718,13,56,8.374,2
593,HD 30177 c,Radial Velocity,2016,11613,2415.508,13,56,8.374,2
594,HD 30562 b,Radial Velocity,2009,1157,387.7526,14,26,5.78,1
595,HD 30669 b,Radial Velocity,2014,1684,149.37,14,57,9.11,1
596,HD 30856 b,Radial Velocity,2011,912,670.6213,13,132,8.07,1
597,HD 31253 b,Radial Velocity,2010,466,197.0546,14,58,7.133,1
598,HD 3167 b,Transit,2016,0.959624,5.02,2,47,8.94,3
599,HD 3167 c,Transit,2016,29.83832,9.8,3,47,8.94,3
600,HD 3167 d,Radial Velocity,2017,8.509,6.9,3,47,8.94,3
601,HD 32518 b,Radial Velocity,2009,157.54,966.16,13,123,6.421,1
602,HD 32963 b,Radial Velocity,2015,2372,222.481,14,38,7.6,1
603,HD 330075 b,Radial Velocity,2004,3.38773,152.5584,14,45,9.334,1
604,HD 33142 b,Radial Velocity,2011,326.60001,476.745,14,122,8.13,1
605,HD 33283 b,Radial Velocity,2006,18.1991,104.56607,13,90,8.05,1
606,HD 33564 b,Radial Velocity,2005,388,2892.1,13,21,5.08,1
607,HD 33844 b,Radial Velocity,2015,551.40002,638.8383,13,101,7.286,2
608,HD 33844 c,Radial Velocity,2015,916,556.2025,14,101,7.286,2
609,HD 34445 b,Radial Velocity,2009,1049,260.6206,14,46,7.328,6
610,HD 34445 c,Radial Velocity,2017,214.67,53.5,8,46,7.328,6
611,HD 34445 d,Radial Velocity,2017,117.87,30.7,6,46,7.328,6
612,HD 34445 e,Radial Velocity,2017,49.175,16.8,4,46,7.328,6
613,HD 34445 f,Radial Velocity,2017,676.8,37.9,7,46,7.328,6
614,HD 34445 g,Radial Velocity,2017,5700,120.6,14,46,7.328,6
615,HD 35759 b,Radial Velocity,2016,82.467,1195.0408,13,73,7.74,1
616,HD 3651 b,Radial Velocity,2003,62.218,72.78,10,11,5.86,1
617,HD 37124 b,Radial Velocity,2002,154.378,214.53525,14,32,7.7,3
618,HD 37124 c,Radial Velocity,2002,885.5,207.22516,14,32,7.7,3
619,HD 37124 d,Radial Velocity,2005,1862,221.20968,14,32,7.7,3
620,HD 37605 b,Radial Velocity,2004,55.01292,854.9627,13,47,8.67,2
621,HD 37605 c,Radial Velocity,2012,2720,1013.8777,13,47,8.67,2
622,HD 38283 b,Radial Velocity,2010,363.20001,127.132,14,38,6.696,1
623,HD 38529 b,Radial Velocity,2000,14.3098,266.64813,14,42,5.95,2
624,HD 38529 c,Radial Velocity,2000,2140.2,4252.39,12,42,5.95,2
625,HD 38801 b,Radial Velocity,2009,687.14,3178.3,13,92,8.26,1
626,HD 39091 b,Radial Velocity,2001,2091.2,3070.2378,13,18,5.65,1
627,HD 40307 b,Radial Velocity,2009,4.3123,4,2,13,7.17,6
628,HD 40307 c,Radial Velocity,2009,9.6184,6.6,2,13,7.17,6
629,HD 40307 d,Radial Velocity,2009,20.432,9.5,3,13,7.17,6
630,HD 40307 f,Radial Velocity,2013,51.76,5.2,2,13,7.17,6
631,HD 40307 g,Radial Velocity,2013,197.8,7.1,3,13,7.17,6
632,HD 40956 b,Radial Velocity,2017,578.6,858.141,13,118,6.423,1
633,HD 40979 b,Radial Velocity,2002,264.14999,1484.2661,13,33,6.735,1
634,HD 41004 A b,Radial Velocity,2004,963,807.25,13,43,8.65,1
635,HD 41004 B b,Radial Velocity,2003,1.3283,5838.29,12,43,,1
636,HD 4113 b,Radial Velocity,2007,526.62,495.79,14,42,7.881,1
637,HD 42012 b,Radial Velocity,2017,857.5,508.528,14,37,8.44,1
638,HD 4203 b,Radial Velocity,2001,431.88,708.7609,13,82,8.687,2
639,HD 4203 c,Radial Velocity,2014,6700,689.66,13,82,8.687,2
640,HD 4208 b,Radial Velocity,2001,828,260.6206,14,34,7.78,1
641,HD 42618 b,Radial Velocity,2016,149.61,14.4,4,24,6.839,1
642,HD 4308 b,Radial Velocity,2005,15.56,15.8915,4,22,6.56,1
643,HD 4313 b,Radial Velocity,2009,356,950.3117,13,137,7.822,1
644,HD 43197 b,Radial Velocity,2010,327.8,190.69,14,56,8.98,1
645,HD 43691 b,Radial Velocity,2007,36.9987,810.4665,13,86,8.03,1
646,HD 44219 b,Radial Velocity,2010,472.3,184.33,14,50,7.69,1
647,HD 45350 b,Radial Velocity,2004,963.6,568.89,14,47,7.885,1
648,HD 45364 b,Radial Velocity,2008,226.93,59.4953,9,34,8.062,2
649,HD 45364 c,Radial Velocity,2008,342.85,209.0915,14,34,8.062,2
650,HD 45652 b,Radial Velocity,2008,44.073,137.62039,14,35,8.1,1
651,HD 46375 b,Radial Velocity,2000,3.023573,71.8,10,30,7.912,1
652,HD 47186 b,Radial Velocity,2008,4.0845,22.2481,5,38,7.626,2
653,HD 47186 c,Radial Velocity,2008,1353.6,111.42,13,38,7.626,2
654,HD 4732 b,Radial Velocity,2012,360.2,753.23,13,55,5.89,2
655,HD 4732 c,Radial Velocity,2012,2732,753.23,13,55,5.89,2
656,HD 47366 b,Radial Velocity,2016,363.3,556.2025,14,80,6.11,2
657,HD 47366 c,Radial Velocity,2016,684.7,591.1638,13,80,6.11,2
658,HD 47536 b,Radial Velocity,2002,712.13,2330,13,123,5.25,1
659,HD 48265 b,Radial Velocity,2008,780.3,467.2101,14,85,8.05,1
660,HD 49674 b,Radial Velocity,2002,4.94737,31.783,6,43,8.1,1
661,HD 50499 b,Radial Velocity,2005,2482.7,543.47,14,46,7.195,1
662,HD 50554 b,Radial Velocity,2002,1293,1574.464,13,31,6.84,1
663,HD 52265 b,Radial Velocity,2000,119.29,368.6828,14,30,6.3,1
664,HD 5319 b,Radial Velocity,2007,638.6,495.8148,14,114,8.05,2
665,HD 5319 c,Radial Velocity,2014,877,324.1866,14,114,8.05,2
666,HD 55696 b,Radial Velocity,2018,1827,1230.0021,13,78,7.95,1
667,HD 5583 b,Radial Velocity,2016,139.35,1837.0574,13,221,7.6,1
668,HD 5608 b,Radial Velocity,2012,792.59998,524.4195,14,58,5.98,1
669,HD 564 b,Radial Velocity,2014,492.3,104.88,13,54,8.29,1
670,HD 5891 b,Radial Velocity,2011,177.11,2425.0429,13,286,8.25,1
671,HD 59686 A b,Radial Velocity,2016,299.36,2199.3836,13,97,5.442,1
672,HD 60532 b,Radial Velocity,2008,201.9,336.8998,14,25,4.44,2
673,HD 60532 c,Radial Velocity,2008,600.1,797.7533,13,25,4.44,2
674,HD 62509 b,Radial Velocity,2006,589.64,731,13,10,1.14,1
675,HD 63454 b,Radial Velocity,2005,2.81805,79.4575,12,38,9.37,1
676,HD 63765 b,Radial Velocity,2009,358,168.4499,14,33,8.1,1
677,HD 6434 b,Radial Velocity,2003,21.998,155.7367,14,42,7.71,1
678,HD 65216 b,Radial Velocity,2003,613.09998,375.0394,14,35,7.964,2
679,HD 65216 c,Radial Velocity,2013,152.6,54.03,8,35,7.964,2
680,HD 66141 b,Radial Velocity,2012,480.5,1906.9,13,68,4.38,1
681,HD 66428 b,Radial Velocity,2005,1973,839.0712,13,53,8.258,1
682,HD 67087 b,Radial Velocity,2015,352.2,973,13,77,8.05,2
683,HD 67087 c,Radial Velocity,2015,2374,1540,13,77,8.05,2
684,HD 6718 b,Radial Velocity,2009,2496,533.9544,14,55,8.45,1
685,HD 68402 b,Radial Velocity,2016,1103,975.7381,13,78,9.11,1
686,HD 68988 b,Radial Velocity,2001,6.27711,626.1251,13,61,8.2,1
687,HD 69830 b,Radial Velocity,2006,8.667,10.2,3,13,6,3
688,HD 69830 c,Radial Velocity,2006,31.56,11.8,3,13,6,3
689,HD 69830 d,Radial Velocity,2006,197,18.1,4,13,6,3
690,HD 70573 b,Radial Velocity,2007,851.8,1900,13,46,11.424,1
691,HD 70642 b,Radial Velocity,2003,2068,587.9855,13,29,7.18,1
692,HD 7199 b,Radial Velocity,2011,615,85.8141,11,36,8.027,1
693,HD 72659 b,Radial Velocity,2002,3658,1223.6455,13,51,7.46,1
694,HD 72892 b,Radial Velocity,2016,39.475,1732.1735,13,73,8.83,1
695,HD 73256 b,Radial Velocity,2003,2.54858,498.9931,14,37,8.08,1
696,HD 73267 b,Radial Velocity,2008,1260,973,13,55,8.9,1
697,HD 73526 b,Radial Velocity,2002,188.3,978.9164,13,98,8.971,2
698,HD 73526 c,Radial Velocity,2005,379.1,715.09,13,98,8.971,2
699,HD 73534 b,Radial Velocity,2008,1721,321.0083,14,81,8.23,1
700,HD 74156 b,Radial Velocity,2003,51.645,572.07,13,65,7.614,2
701,HD 74156 c,Radial Velocity,2003,2473,2561.6,13,65,7.614,2
702,HD 7449 b,Radial Velocity,2011,1275,438.6054,14,39,7.483,1
703,HD 75289 b,Radial Velocity,1999,3.50927,155.7367,14,29,6.35,1
704,HD 75784 b,Radial Velocity,2014,341.5,343.2564,14,69,7.84,2
705,HD 75784 c,Radial Velocity,2018,3878,1430.235,13,69,7.84,2
706,HD 75898 b,Radial Velocity,2007,422.9,861.3193,13,78,8.03,1
